No.;Kode;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /;Kelompok;Sumber
;Baru;⇲;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium;Fosfor;Besi;Natrium;Kalium;Tembaga;Seng;Retinol;β-karoten;Karoten;Thiamin;Riboflavin;Niasin;Vitamin C;BDD;Olahan;Makanan;TKPI 2019
;⇲;;⇲;⇲;⇲;⇲;⇲;⇲;⇲;(Ca)  ⇲;(P)  ⇲;(Fe)  ⇲;(Na)  ⇲;(Ka)  ⇲;(Cu)  ⇲;(Zn)  ⇲;(vit. A)  ⇲;⇲;total  ⇲;(vit. B1)  ⇲;(vit. B2)  ⇲;⇲;⇲;⇲;⇲;⇲;⇲
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;
518;GP071;Jukku pallu kaloa, masakan;69,4;15;15,2;4,3;8,8;-;2,3;40;170;1,1;605;153;0,6;1,1;-;-;-;0,3;0,14;7,5;-;-;Olahan;Ikan dsb;KZGMI-2001
519;DR095;Kabau, segar;67,2;130;6,7;0,3;25,2;2,9;0,6;4;204;0,5;1;397,8;0,2;0,5;-;165;-;0,8;0,1;0,3;16;95;Tunggal;Sayur;KZGMI-2001
520;BP031;Kabuto;58,9;250;2,6;2,5;35,4;1,8;0,6;35;49;1,1;2;218;-;-;-;-;-;0,1;0,1;0,6;-;100;Olahan;Umbi;KZGMI-2001
521;CR004;Kacang beracun, segar;72,1;118;4,4;1,5;21,6;-;0,4;50;50;1,7;10;40;0,3;1;-;-;-;0,43;-;-;-;-;Tunggal;Kacang;KZGMI-2001
522;CR008;Kacang ercis, segar;67,6;129;12,4;0,7;18,3;28,6;1;40;130;2,3;4;310;0,3;2,1;-;212;-;0,29;0,05;2,7;-;45;Tunggal;Kacang;KZGMI-2001
523;CP032;Kacang goyang;8,3;516;14,7;31,1;44,4;-;1,5;34;230;0,7;2;365;0,6;1,7;-;-;-;-;-;-;-;100;Olahan;Kacang;KZGMI-2001
524;CR015;Kacang hitam, kering;12,5;346;16,6;1,7;66,1;22,8;3,1;70;300;4,7;3;-;0,9;3,5;-;28;-;0,16;0,1;2,1;-;100;Tunggal;Kacang;KZGMI-2001
525;CR019;Kacang kincai, kering;4,2;444;19,9;16;55;-;4,9;26;-;-;-;-;-;-;-;-;-;0,1;0,1;1,9;-;-;Tunggal;Kacang;KZGMI-2001
526;CR020;Kacang komak, segar;20,9;327;16,4;4,3;55,8;0,5;2,6;74;282;4;22;1.137,00;0,9;2,1;-;-;-;0,99;0,12;0,1;-;45;Tunggal;Kacang;KZGMI-2001
527;CR021;Kacang kuning, kering;11,7;355;17;2,5;66;15,1;2,8;140;220;5,8;1;-;0,7;3,2;-;58;-;0,47;0,08;1,9;-;-;Tunggal;Kacang;KZGMI-2001
528;CR022;Kacang lebui /iris, kering;11,8;346;16,5;1,5;66,6;37,3;3,6;144;368;3,4;17;1.225,00;1,5;3,3;-;64;-;0,62;0,2;-;-;100;Tunggal;Kacang;KZGMI-2001
529;CR023;Kacang mentega, kering;13,7;344;16,7;2,1;64,6;13;2,9;110;300;6,7;1;10;0,7;2,5;-;0,1;-;0,21;0,07;1,2;-;-;Tunggal;Kacang;KZGMI-2001
530;CR024;Kacang merah/banda, kering;13;350;13,9;3;66,9;26,3;3,2;84;242;6,8;19;1.127,00;-;42;-;137;-;0,15;0,76;0,3;-;100;Tunggal;Kacang;KZGMI-2001
531;CR028;Kacang mete/biji jambu monyet, segar;4,6;616;16,3;48,4;28,7;0,9;2;26;521;3,8;26;692;4,7;4,1;-;5;-;0,64;0,03;-;-;69;Tunggal;Kacang;KZGMI-2001
532;CP033;Kacang negara;3,1;480;18,4;19,1;58,5;11,7;0,9;34;404;10,3;1.010;385;2,5;7,1;-;-;-;0,63;0,05;2,6;-;100;Olahan;Kacang;KZGMI-2001
533;DR097;Kacang panjang, segar;91,8;31;2,3;0,1;5,3;2,7;0,5;60;64;0,6;30;213;0,1;0,5;-;125;-;0,7;0,1;0,3;46;92;Tunggal;Sayur;KZGMI-2001
534;CR034;Kacang tunis, kering;10,5;351;12,2;1,2;72,9;29,5;3,2;120;220;6,9;1;-;1,4;2,9;-;-;-;0,57;0,13;2,5;-;100;Tunggal;Kacang;KZGMI-2001
535;CR036;Kacang urei, kering;12,8;354;12,8;1,8;69,3;26,1;3,3;220;220;5,1;1;-;0,7;3,1;-;-;-;0,55;0,05;3,5;-;-;Tunggal;Kacang;KZGMI-2001
536;DP035;Kadada katembe;80;110;4,5;6,9;7,1;3,9;1,5;26;77;-;178;131;0,2;0,7;-;46;-;0,1;-;3,7;23;100;Olahan;Sayur;KZGMI-2001
537;GP072;Kaholeo, masakan;11,2;413;28,7;19,8;29,8;-;10,5;909;1.291;-;-;1.171,00;0,1;3,1;4.236;-;-;1,34;0,03;5,7;-;-;Olahan;Ikan dsb;KZGMI-2001
538;AP054;Kakicak;43,9;296;3,4;15,1;36,7;-;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
539;DR099;Kalakai, segar;89,9;38;2,4;0,2;6,6;5,8;0,9;18;90;1,1;7;443;0,4;0,9;-;44;-;0,3;0,1;-;8;70;Tunggal;Sayur;KZGMI-2001
540;AP055;Kambose;61,5;164;3;2,4;32,6;4,3;0,7;16;36;0,7;-;32;0,1;1,6;-;256;-;0,1;0,1;0,4;-;100;Olahan;Serealia;KZGMI-2001
541;DR101;Kangkung tondano;88,5;43;1,8;0,2;8,4;4,3;1,1;72;9;0,7;30;361;0,3;0,4;-;2.741;-;0,8;0,1;1,1;23;60;Tunggal;Sayur;KZGMI-2001
542;DP036;Kaparende, sayur;91,7;38;2,4;2;2,6;1,5;1,3;126;68;-;170;43;-;0,3;-;40;-;0,1;-;3,7;22;100;Olahan;Sayur;KZGMI-2001
543;BP032;Kapurung;79,6;41;2;0,3;7,8;2;0,6;34;12;0,3;185;566;0,1;0,3;-;213;-;0,12;0,25;2,7;15;100;Olahan;Umbi;KZGMI-2001
544;AP056;Kapusa;63,5;158;4,4;3,2;27,8;5,3;1;79;115;1,2;104;149;0,5;1,1;-;1.374;-;0,06;0,05;0,1;-;100;Olahan;Serealia;KZGMI-2001
545;DR103;Karawila;93,7;25;2,3;0,2;3,5;2,1;0,3;25;67;0,3;8;88,4;0,08;0,3;-;21;-;0,1;0,1;0,4;39;80;Tunggal;Sayur;KZGMI-2001
546;AP057;Keddo bodong;33,9;290;4,6;5,7;55,2;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
547;ER044;Kedondong, segar;87,8;47;0,5;0,2;10,4;2,7;0,6;7;58;0,8;2;-;-;0,2;-;167;-;0,07;0,04;0,4;32;58;Tunggal;Buah;KZGMI-2001
548;ER045;Kelapa hutan, kering;6;623;2;52,1;36,5;15,3;3,4;120;280;3,8;100;460;1,7;1,9;-;-;-;-;-;0,2;-;-;Tunggal;Buah;KZGMI-2001
549;AP058;Kelepon, kue;49,6;215;3,7;3,7;41,8;1;1,2;232;45;3,3;-;-;-;-;-;-;872;0,09;0,07;0,2;-;100;Olahan;Serealia;KZGMI-2001
550;CR037;Kenari banda, kering;13;616;13,9;56,2;13,7;-;3,2;-;380;1,4;11;460;1,1;3,2;-;90;-;0,83;0,08;0,5;-;100;Tunggal;Kacang;KZGMI-2001
551;GP044;Kerang, asap, mentah;9,3;393;38,9;13,3;29,4;-;9,1;420;410;8,5;160;50;0,6;3,7;-;-;-;0,3;1,7;0,2;-;100;Olahan;Ikan dsb;KZGMI-2001
552;AP059;Kereput;3,5;580;4,8;39,6;51,1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
553;BP036;Keripik kentang;7,8;448;2,7;18,8;67,1;3,8;3,6;25;130;1,2;712;406;1,1;-;-;15;-;0,1;0,05;2,8;-;100;Olahan;Umbi;KZGMI-2001
554;BP039;Keripik ubi;6;486;0,2;23,9;67,6;14,3;2,3;68;92;0,9;52;2;0,7;2,3;-;920;-;0,1;0,1;0,5;-;100;Olahan;Umbi;KZGMI-2001
555;BP040;Kerupuk cumi goreng;3,4;444;6,9;14,6;71,3;5;3,8;47;375;1,8;837;191;0,1;0,3;-;-;-;0,4;0,1;1,8;-;100;Olahan;Umbi;KZGMI-2001
556;BP041;Kerupuk kemplang (ikan) mentah;14,2;325;1,8;0,4;78,5;4,5;5,1;59;268;2,3;1.123;273;0,2;0,5;32;-;-;0,6;0,1;2,3;-;100;Olahan;Umbi;KZGMI-2001
557;BP045;Kerupuk udang goreng;4,4;477;4,7;20,5;68,5;5;1,9;24;188;0,9;449;109;0,1;0,2;-;-;-;0,2;-;0,9;-;100;Olahan;Umbi;KZGMI-2001
558;FP007;Kerupuk urat;3,6;588;53,7;40,9;1,2;-;0,6;36;15;1,3;1.024;37;0,1;0,2;2.802;-;-;-;-;-;-;100;Olahan;Daging;KZGMI-2001
559;AP061;Ketupat kandangan;78,5;109;2,2;5,2;13,4;-;0,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
560;CR039;Komak polong, segar;74,3;99;3,3;0,1;21,2;10,3;1,1;50;99;13,1;15;567;0,2;0,6;-;5;-;0,13;0,03;0,2;-;100;Tunggal;Kacang;KZGMI-2001
561;DR112;Komak, segar;74,3;99;3,3;0,1;21,2;10,3;1,1;50;99;13,1;15;567;0,2;0,6;-;5;-;0,2;0,19;0,1;-;80;Tunggal;Sayur;KZGMI-2001
562;DP039;Kotiu hinela tawang nggole;88,4;46;2,2;1,5;6;3,8;1,9;64;44;-;316;103;1,6;0,8;-;75;-;0,3;-;9,7;7;100;Olahan;Sayur;KZGMI-2001
563;AP062;Koya;13,2;366;4,2;4,3;77,5;0,8;0,8;153;222;7;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
564;AP063;Koya mirasa;7,2;370;8;1;82,2;0,4;1,6;83;110;17;-;-;-;-;3;-;144;0,19;0,45;2,6;-;100;Olahan;Serealia;KZGMI-2001
565;AP064;Koyabu;44,2;241;3,4;4,3;47,2;-;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
566;AP065;Kue ali;12,8;440;3,8;18,5;64,5;0,3;0,4;27;47;2,5;-;-;-;-;-;-;-;0,13;0,09;-;-;100;Olahan;Serealia;KZGMI-2001
567;AP066;Kue bangen;5,6;442;3,3;14,7;74,2;-;2,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
568;BP046;Kue bangket;16,1;338;1,5;1,2;80,3;-;0,9;34;35;0,3;67;-;0,2;0,2;-;-;-;0,3;-;-;-;100;Olahan;Umbi;KZGMI-2001
569;AP067;Kue gelang;7,1;448;5,8;16,1;70;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
570;AP069;Kue kelapa;3,3;591;5,6;42,1;47,5;-;1,5;32;180;1,6;33;443;0,5;1,1;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
571;AP070;Kue koa;14,5;340;4,8;0,4;79,3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
572;AP071;Kue ku temu;46,2;214;3,5;0,2;49,6;-;0,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
573;AP073;Kue pelita;71;141;5,3;5,5;17,6;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
574;BP047;Kue putu singkong;44,2;217;1,2;0,5;53,2;2,4;0,9;48;68;1,5;3;305;-;-;-;-;-;0,1;0,1;0,8;-;100;Olahan;Umbi;KZGMI-2001
575;AP076;Kue thipan;43;247;2,9;4,2;49,5;-;0,4;16;107;1,8;95;56;1,3;0,8;-;-;-;0,17;-;-;-;100;Olahan;Serealia;KZGMI-2001
576;DR120;Kundur, segar;94;22;0,4;0,2;4,7;1,3;0,7;3;54;0,5;2;200;0,1;0,3;-;7;-;0,1;0,03;0,4;1;57;Tunggal;Sayur;KZGMI-2001
577;DR122;Labu kuning, segar;86,6;51;1,7;0,5;10;2,7;1,2;40;180;0,7;280;220;0,35;1,5;-;1.569;-;0,2;-;0,1;2;74;Tunggal;Sayur;KZGMI-2001
578;AP077;Laksa/Putu mayang;73,2;121;1,7;3,4;21,1;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
579;DR125;Lantar, segar;91,2;34;2,2;0,3;5,5;2,9;0,8;10;58;0,4;3;155;0,2;0,4;-;38;-;0,3;0,07;0,4;4;-;Tunggal;Sayur;KZGMI-2001
580;FP055;Lawara jangang, masakan;72,4;159;5;10,9;10,1;-;1,6;57;107;1,5;400;2.368,00;0,1;1;14;-;-;0,25;0,16;-;-;100;Olahan;Daging;KZGMI-2001
581;GP073;Lawara penjah, masakan;64,5;207;7,4;15,4;9,6;-;2,9;114;219;5,9;683;117;0,5;0,7;-;38;-;0,19;0,04;-;14;100;Olahan;Ikan dsb;KZGMI-2001
582;DP040;Lema/Rebung asam;96,3;15;1;0,4;1,9;-;0,4;17;230;2,9;3;156;0,1;0,7;-;-;-;0,3;-;-;-;100;Olahan;Sayur;KZGMI-2001
583;KR005;Lemak ikan;43,3;372;12;29,4;14,4;-;0,3;20;230;32,7;60;52;0,4;1,1;-;-;-;0,49;0,13;-;-;100;Tunggal;Lemak;KZGMI-2001
584;ER052;Lemon, segar;92,2;34;0,5;0,8;6,2;0,1;0,3;23;20;0,3;31;140;0,1;0,2;-;-;-;0,09;0,12;0,3;50;100;Tunggal;Buah;KZGMI-2001
585;BR017;Lepok/Ubi rumput;55,3;181;2,8;1,2;39,8;10,7;0,9;7;50;3,1;116;306;1,6;0,9;-;-;-;0,28;0,05;1,5;-;85;Tunggal;Umbi;KZGMI-2001
586;DP041;Lilin bungkus gedi;84,8;79;2,3;5,2;5,8;2,5;1,9;170;70;0,9;170;50;0,2;0,8;-;-;-;0,2;0,1;-;18;100;Olahan;Sayur;KZGMI-2001
587;EP007;Loka anjoro;63,3;163;1,1;4,3;30;-;1,3;-;-;-;-;-;-;-;-;-;-;-;-;-;3;100;Olahan;Buah;KZGMI-2001
588;GR051;Lokan, segar;80,9;217;11;1,7;5,1;-;1,3;20;390;10,9;3;7;0,2;2,7;-;-;-;0,45;0,07;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
589;DR127;Lumai/Leunca, segar;90,5;38;1,1;0,3;7,6;2;0,5;7;55;1;2;-;0,1;0,3;-;25;-;0,2;0,1;0,6;17;95;Tunggal;Sayur;KZGMI-2001
590;AP080;Manan samin;27,1;379;3,4;18,1;50,6;-;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
591;ER055;Mangga benggala, segar;84,4;63;2,4;0,4;12,4;5,8;0,4;9;13;0,2;3;79;0,1;0,1;-;10;-;0,18;0,01;0,4;43;65;Tunggal;Buah;KZGMI-2001
592;ER061;Mangga kwini, segar;78,6;86;0,7;0,5;19,8;6,5;0,4;11;11;0,2;1;16;0,1;0,1;-;932;-;0,15;0,02;0,5;18;65;Tunggal;Buah;KZGMI-2001
593;ER062;Mangga manalagi, segar;66,5;133;1;0,1;32,1;11,8;0,3;20;23;1;70;161;-;-;-;4;-;0,07;-;0,6;61;65;Tunggal;Buah;KZGMI-2001
594;ER054;Mangga, segar;86,6;52;0,7;-;12,3;1,6;0,2;20;16;1;3;140;0,33;0;-;316;-;0,03;0,01;0,3;12;65;Tunggal;Buah;KZGMI-2001
595;MP011;Markisa squash;46,7;217;2,5;1;49,6;-;0,2;6;83;0,6;14;65;-;0,1;-;23;75;0,07;0,02;-;14;-;Olahan;Gula;KZGMI-2001
596;MP012;Markisa squash, BD;74,4;104;1,2;0,5;23,7;-;0,2;1;88;0,5;40;40;-;0,1;-;7;40;0,2;0,02;-;12;-;Olahan;Gula;KZGMI-2001
597;AP081;Martabak india;65,8;153;4,5;4,2;24,3;-;1,2;14;108;2,4;240;112;0,4;0,5;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
598;AP082;Martabak mesir;40,2;278;5,1;8,6;45;-;1,1;49;168;3,4;193;123;0,2;0,9;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
599;AP083;Masekat;15,6;369;2,1;7;74,1;4;0,8;17;52;0,8;141;12;0,4;0,3;155;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
600;ER066;Matoa, segar;76,5;90;1,2;0,1;21,1;0,5;1,1;20;40;0,6;10;190;0,3;0,6;-;2;-;0,18;0,09;0,5;54;40;Tunggal;Buah;KZGMI-2001
601;FP008;Menjangan, daging, dendeng, mentah;14,3;322;55,8;2;22,7;-;5,3;55;310;2,1;765;1.282,00;1,7;3,2;3.391;26;-;-;-;-;-;100;Olahan;Daging;KZGMI-2001
602;AP084;Mie aceh rebus;74,6;113;3;3,2;18,1;-;1,1;22;44;1,4;191;36;0,2;0,3;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
603;AP087;Mie celon;75,9;102;3;2,1;17,8;-;1,2;12;84;1,4;451;112;0,1;0,5;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
604;GP074;Model, masakan;83,9;79;2,2;4;8,6;-;1,3;8;33;0,8;147;34;0,1;0,5;-;-;-;0,16;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001
605;DR129;Mostarda metan - sawi hijau;91,4;33;2,3;0,5;4,7;1,8;1,1;60;30;3,1;20;100;0,1;0,4;-;1.575;-;0,2;0,1;0,1;12;85;Tunggal;Sayur;KZGMI-2001
606;FP056;Naan maran sapi, masakan;14,8;478;38,3;33,9;5,1;-;7,9;30;390;11,8;220;320;0,6;3,9;33;-;-;-;-;0,2;-;100;Olahan;Daging;KZGMI-2001
607;ER069;Nanas palembang, segar;85,5;58;0,7;0,2;13,3;1,6;0,3;29;15;0,6;7;117;0,03;0,1;-;17;-;0,26;0,03;0,2;11;53;Tunggal;Buah;KZGMI-2001
608;AP089;Nasi gemuk;61,4;192;3,8;8,8;24,4;0,7;1,6;15;74;1;355;63;0,2;1,4;-;-;-;0,19;0,05;2;-;100;Olahan;Serealia;KZGMI-2001
609;AP090;Nasi gurih;60,5;190;4,7;7,5;26;0,7;1,3;12;62;0,8;296;52;0,2;1,2;-;-;-;0,11;0,06;2,1;-;100;Olahan;Serealia;KZGMI-2001
610;AP091;Nasi minyak;53,3;207;3,5;5;37,1;0,8;1,1;26;100;1,5;74;174;0,2;2,2;-;-;-;0,14;0,07;2,6;-;100;Olahan;Serealia;KZGMI-2001
611;FP057;Nasu likku, masakan;59;196;14,5;8,3;15,9;-;2,3;69;157;1;386;470;0,3;2;-;-;-;0,2;0,24;1,5;-;100;Olahan;Daging;KZGMI-2001
612;DP042;Olah-olah;83,9;9;2,1;6;7,1;4,4;0,9;26;3;1,2;289;266;0,3;0,6;-;36;-;0,2;0,1;0,4;-;100;Olahan;Sayur;KZGMI-2001
613;AP094;Onde-onde;27,7;336;4;9,8;57,9;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
614;FP058;Oramu ninahu ndawa olaho, masakan;74,9;117;13,7;5;4,3;-;0,1;964;804;2;-;727;0,3;1,5;4.095;-;-;0,77;0,04;1,7;-;100;Olahan;Daging;KZGMI-2001
615;AP095;Padamaran;67,6;171;3,9;8,9;18,8;-;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
616;DP043;Paku hinela wulelenggapaya;83,4;77;3,5;4,6;5,4;3,6;3,1;63;85;-;469;37;0,3;0,7;-;55;-;0,8;0,1;0,2;4;100;Olahan;Sayur;KZGMI-2001
617;FP059;Paniki masak santan, masakan;25,4;460;28,5;35,2;7,2;-;3,7;188;357;5,5;2.002;532;0,4;2,5;954;-;-;0,27;0,19;-;-;100;Olahan;Daging;KZGMI-2001
618;BP054;Papeda;84,8;61;0,2;0,1;14,9;0,5;0,1;3;1;0,2;4;20;0,1;0,1;-;-;-;0,06;-;-;-;100;Olahan;Umbi;KZGMI-2001
619;GP076;Parede baleh, masakan;80;87;10,5;2,5;5,5;-;1,5;35;215;0,9;416;59;0,1;0,2;-;-;-;0,24;-;0,7;-;-;Olahan;Ikan dsb;KZGMI-2001
620;DP044;Pelecing kangkung;83,8;75;2,5;2,8;10;5,4;0,9;36;3;2,1;408;381;0,1;0,4;-;870;-;0,7;-;0,2;12;100;Olahan;Sayur;KZGMI-2001
621;FP060;Pelolah manuk, masakan;60;219;19,7;13,6;4,4;-;2,3;33;160;1,6;577;-;-;-;137;-;1.940;0,42;-;-;-;100;Olahan;Daging;KZGMI-2001
622;GP077;Pempek adaan;62,6;162;4,9;3;27,8;-;1,7;26;116;1;488;119;0,1;0,2;-;-;-;0,3;0,03;1;-;-;Olahan;Ikan dsb;KZGMI-2001
623;GP079;Pempek kapal selam;63,4;152;4,5;2,3;28,2;-;1,6;19;115;1,6;628;91;0,1;0,2;-;-;-;0,2;0,03;1;-;-;Olahan;Ikan dsb;KZGMI-2001
624;GP081;Pempek kulit;45,7;243;5,2;7,3;39,1;-;2,7;16;96;2;555;102;0,1;0,6;-;-;-;0,2;0,02;0,9;-;-;Olahan;Ikan dsb;KZGMI-2001
625;GP082;Pempek telur;62,4;156;4,7;2,7;28,3;-;1,9;13;83;1,3;448;48;0,1;0,6;-;-;-;0,2;0,05;1,1;-;-;Olahan;Ikan dsb;KZGMI-2001
626;DR132;Pepare ular, segar;95,1;19;0,6;0,1;3,9;1;0,3;20;10;0,4;130;30;0,1;0,1;-;69;-;0,1;0,1;0,1;9;97;Tunggal;Sayur;KZGMI-2001
627;DR134;Petai, segar;77,2;92;5,4;1,1;15,2;2;1,1;14;170;1,6;55;221;0,2;0,8;-;114;-;0,8;0,1;6,1;34;36;Tunggal;Sayur;KZGMI-2001
628;GP085;Pinda, masakan;71;107;15,9;0,6;0,4;-;3,1;375;336;1,9;526;330;0,2;1;896;-;-;0,89;0,05;0,5;-;-;Olahan;Ikan dsb;KZGMI-2001
629;GP086;Pindang kenari, masakan;80,1;124;9,5;9,6;-;-;2,8;120;220;1,3;370;270;0,3;1,2;18;381;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001
630;ER074;Pisang ambon, segar;72,9;108;1;0,8;24,3;1,9;1;20;30;0,2;10;-;0,2;0,2;-;37;-;0,05;0,11;0,1;9;75;Tunggal;Buah;KZGMI-2001
631;ER076;Pisang ayam, segar;71,2;120;1,1;0,2;26,8;4,1;0,7;20;61;0,4;6;392;0,1;0,3;-;24;-;0,1;0,02;1;26;75;Tunggal;Buah;KZGMI-2001
632;ER077;Pisang gapi, segar;66,3;127;2,1;0,3;31,1;11,7;1;-;40;0,3;40;392;-;0,3;-;16;-;0,18;0,02;0,3;13;75;Tunggal;Buah;KZGMI-2001
633;ER078;Pisang goroho, segar;69,4;115;1,9;0,2;27,9;4,6;1;-;30;0,2;36;359;-;0,3;-;15;-;0,15;0,02;1,1;10;75;Tunggal;Buah;KZGMI-2001
634;ER080;Pisang kayu, segar;74,4;100;1,4;0,5;23,6;2,6;0,6;15;-;0,1;1;493;0,08;0,3;-;3;-;0,1;-;0,6;11;75;Tunggal;Buah;KZGMI-2001
635;ER081;Pisang kepok, segar;71,9;109;0,8;0,5;26,3;5,7;1;10;30;0,5;10;300;0,1;0,2;-;-;-;0,1;-;0,1;9;75;Tunggal;Buah;KZGMI-2001
636;ER082;Pisang ketip, segar;63,4;145;1,1;0,3;34,5;6,6;0,7;5;54;0,1;4;726;0,15;0,5;-;3;-;0,13;0,02;0,8;95;75;Tunggal;Buah;KZGMI-2001
637;ER085;Pisang mas bali ampenan, segar;76,8;92;1,4;0,2;21;3,7;0,5;7;29;1,2;32;272;0,18;0,4;-;14;-;0,09;0,03;0,6;11;75;Tunggal;Buah;KZGMI-2001
638;ER086;Pisang mas bali kopang, segar;64,2;127;1,4;0,2;31,8;3,7;2,4;10;-;0,1;43;616;0,12;0,4;-;21;-;0,21;0,05;0,9;17;75;Tunggal;Buah;KZGMI-2001
639;ER091;Pisang talas, segar;71;113;1,2;0,2;26,7;4,4;0,9;22;22;0,6;29;48;0,26;0,1;-;159;-;0,12;0,03;1;9;75;Tunggal;Buah;KZGMI-2001
640;ER092;Pisang tujuh bulan;75,9;94;0,6;0,2;22,5;3,7;0,8;50;20;0,2;-;4;0,1;0,4;-;72;-;0,03;0,03;0,3;6;75;Tunggal;Buah;KZGMI-2001
641;ER093;Pisang ua, segar;67,8;128;0,8;0,5;30,2;8,1;0,7;12;28;0,7;33;382;0,2;0,3;-;5;-;0,09;0,01;1,2;4;75;Tunggal;Buah;KZGMI-2001
642;DR136;Pucuk lumai/daun leunca, segar;91;33;4,5;0,4;2,8;-;1,3;13;75;2,9;2;-;0,2;0,6;-;-;-;0,5;0,1;-;41;70;Tunggal;Sayur;KZGMI-2001
643;AP097;Pulut;49,1;216;2,6;3,1;44,4;-;0,8;6;70;3,8;100;22;0,4;1,3;-;-;-;0,14;-;-;-;100;Olahan;Serealia;KZGMI-2001
644;FP009;Punai, daging, goreng;54,5;224;26,2;11,3;4,4;-;3,6;362;362;3,1;2;19;0,3;1,6;-;-;-;-;-;-;-;100;Olahan;Daging;KZGMI-2001
645;AP098;Pundut nasi;77,8;104;1,9;4,1;15,1;0,4;1,1;26;100;1,5;74;174;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
646;DP045;Purundawa;91,8;25;1,5;0,5;3,6;1,7;2,6;147;39;-;239;201;0,1;0,6;-;55;-;0,1;0,1;11,6;2;100;Olahan;Sayur;KZGMI-2001
647;DR137;Putri malu, segar;80,2;76;3,6;0,3;14,6;7,1;1,3;119;84;3,3;1;631;0,6;1,4;-;4.762;-;0,6;0,6;-;6;-;Tunggal;Sayur;KZGMI-2001
648;AP100;Putri selat;66,6;163;2,2;6,5;23,8;-;0,9;72;3;4;6;68;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
649;AP101;Putu sopa;50,7;215;3,3;4,1;41,1;-;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
650;GR063;Rajungan, segar;80,2;76;12,1;2;2,4;-;2,7;721;214;2,2;69;192;1,7;2,9;599;40;-;0,2;0,25;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
651;ER096;Rambutan binjai, segar;81;76;0,5;0,2;18;3,8;0,3;15;22;1,2;22;120;0,2;0,2;-;-;-;0,19;0,01;0,4;13;40;Tunggal;Buah;KZGMI-2001
652;GP047;Rebung laut, mentah;18,2;320;7,2;4,2;63,3;-;7,1;240;570;6,6;20;1.040,00;1,5;6,2;917;-;-;-;-;4,9;-;-;Olahan;Ikan dsb;KZGMI-2001
653;DR138;Rebung, segar;93,3;25;0,8;0,1;5,3;9,7;0,5;3;5;0,5;3;206;0,1;0,4;-;10;-;0,2;0,07;0,5;-;28;Tunggal;Sayur;KZGMI-2001
654;AP102;Renggi goreng;8,8;471;4,7;21,8;64,1;6,4;0,6;4;80;1,1;126;29;0,9;1,3;-;-;-;0,53;0,05;8,2;-;100;Olahan;Serealia;KZGMI-2001
